posición,area,á.liq.,grupo_de_personal,codigo_postal,motivo_de_la_renuncia,banda,baja,reglapht,alta,años,meses,antigüedad,clave_de_sexo,lugar_de_nacimiento,nacionalidad,edad_del_empleado,estado_civil,hijos
POS538,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-05-30,JF060600,2019-10-24,4,43.8,1314,femenino,JUAREZ,Mexican,36,U.Libr,2
POS1376,VS1,S5,Direct,32699,Vol-Prob personales y/o fam.,DNO,2023-05-30,JF010600,2014-08-01,9,114.3,3429,femenino,VERACRUZ,Mexican,34,casad.,3
POS538,VS9-ABS,S5,Direct,32598,Vol-No regreso / no dio razón,DO,2023-05-30,JT031800,2023-01-17,0,4.433333333,133,masculino,SAN LUCAS OJITLAN,Mexican,23,solter,0
POS1323,VS1,S5,Direct,32598,Vol-Otro empleo,DO,2023-05-30,JS011500,2019-09-24,4,44.8,1344,femenino,OAXACA,Mexican,28,solter,0
POS2062,VS4,S6,Exempt,32600,Vol-Otro empleo,E3,2023-01-06,ADMINIST,2017-03-16,6,75.6,2268,masculino,SINALOA,Mexican,36,casad.,0
POS1323,VS9-ABS,S5,Direct,32599,Vol-Transferencia entre planta,DO,2023-02-06,JF010600,2017-02-11,6,67.93333333,2038,femenino,IRAPUATO,Mexican,25,solter,0
POS538,VS1,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-05-06,JF060600,2023-09-03,0,2.933333333,88,femenino,CAMARGO,Mexican,29,casad.,2
POS1683,CTG,S6,Exempt,32575,Vol-Transferencia entre planta,E4,2023-05-06,ADMINIST,2013-07-15,10,120.4,3612,masculino,DURANGO,Mexican,32,solter,0
POS347,LOG,S5,Direct,32575,Vol-No regreso / no dio razón,DNO,2023-05-06,JF010600,2016-02-24,7,88.6,2658,masculino,PANUCO DE CORONADO,Mexican,30,U.Libr,4
POS347,LOG,S5,Direct,32575,Vol-Otro empleo,DNO,2023-06-06,JS011500,2018-05-17,5,61.53333333,1846,masculino,TORREON,Mexican,33,casad.,0
POS538,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-06-06,JT031800,2022-01-12,1,6.233333333,187,femenino,VERACRUZ,Mexican,27,solter,1
POS1323,VS9-ABS,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-06-06,JS011500,2022-08-12,1,6,180,femenino,VERACRUZ,Mexican,26,solter,0
POS1380,MFS,S5,Direct,32695,Vol-Razones médicas,DO,2023-06-06,JT031800,2023-05-01,0,5.066666667,152,femenino,CHIHUAHUA,Mexican,49,solter,2
POS1380,MFS,S5,Direct,32695,Vol-Cambio de domicilio,DO,2023-06-06,JF060600,2017-04-05,6,74.13333333,2224,femenino,JUAREZ,Mexican,26,solter,1
POS2003,MFS,S5,Direct,32599,Imp.Tra-LFT y/o Reglamento int,DO,2023-06-06,JF010600,2011-04-13,12,147.9,4437,masculino,JUAREZ,Mexican,39,U.Libr,1
POS1323,VS1,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-06-06,JF010600,2017-08-31,6,70.16666667,2105,femenino,MINATITLAN,Mexican,37,casad.,0
POS1323,VS4,S5,Direct,32574,Vol-Prob personales y/o fam.,DO,2023-06-06,JT012324,2023-02-16,0,3.666666667,110,masculino,JUAREZ,Mexican,29,solter,2
POS1323,VS9-ABS,S5,Direct,32575,Vol-Transferencia entre planta,DO,2023-09-06,JS011500,2022-08-12,1,6.1,183,femenino,OAXACA,Mexican,21,solter,0
POS538,VS9-ABS,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-12-06,JT031800,2022-12-29,1,5.5,165,femenino,VERACRUZ,Mexican,36,U.Libr,2
POS538,VS5,S5,Direct,32575,Vol-Otro empleo,DO,2023-06-13,JT031800,2022-08-25,1,9.733333333,292,masculino,JUAREZ,Mexican,21,solter,0
POS538,VS9-ABS,S5,Direct,32576,Vol-Otro empleo,DO,2023-06-13,JT031800,2022-08-09,1,9.266666667,278,masculino,JUAREZ,Mexican,24,U.Libr,0
POS538,VS9-ABS,S5,Direct,32575,Vol-Otro empleo,DO,2023-06-13,JF060600,2022-08-09,1,9.266666667,278,femenino,JUAREZ,Mexican,28,casad.,1
POS1323,VS1-HOUS,S5,Direct,32575,Vol-Estudios,DO,2023-06-13,JF010600,2022-09-29,1,8.566666667,257,femenino,CHIHUAHUA,Mexican,21,solter,0
POS1323,VS5,S5,Direct,32575,Vol-Matrimonio,DO,2023-06-13,JT012324,2023-12-01,0,5.066666667,152,femenino,ARRIAGA,Mexican,30,U.Libr,2
POS2939,VS7,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-06-13,JT012324,2023-03-30,0,2.5,75,femenino,JUAREZ,Mexican,25,solter,2
POS1323,VS9-ABS,S5,Direct,32575,Imp.Tra-Ausentismos continuos,DO,2023-06-13,JS011500,2023-02-02,0,4.366666667,131,femenino,COAHUILA,Mexican,38,U.Libr,3
POS2939,VS7,S5,Direct,32599,Vol-No regreso / no dio razón,DO,2023-06-14,JT012324,2023-01-06,0,0.4333333333,13,femenino,CHIAPAS,Mexican,24,solter,0
POS2939,VS7,S5,Direct,32576,Vol-No regreso / no dio razón,DO,2023-06-14,JT012324,2023-01-06,0,0.4333333333,13,femenino,DURANGO,Mexican,24,solter,1
POS2939,VS9-ABS,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-06-15,JF010600,2023-01-06,0,0.4666666667,14,femenino,CHIHUAHUA,Mexican,24,U.Libr,1
POS1116,LOG,S6,Managers,32548,Vol-Transferencia entre planta,SL1,2023-06-16,ADMINIST,2008-12-05,15,183.7666667,5513,femenino,QUERETARO,Mexican,38,casad.,0
POS1376,VS5,S5,Direct,32560,Imp.Tra-Jubilación,DNO,2023-06-16,JF010600,2012-04-09,11,131.2333333,3937,femenino,JUAREZ,Mexican,60,solter,1
POS1323,VS9-ABS,S5,Direct,32500,Vol-Cambio de domicilio,DO,2023-06-20,JF010600,2018-08-16,5,58.96666667,1769,masculino,ZACATECAS,Mexican,28,solter,0
POS1323,VS7,S5,Direct,32575,Vol-Insatisfacción personal,DO,2023-06-20,JF010600,2019-08-22,4,46.6,1398,femenino,JUAREZ,Mexican,24,solter,0
POS538,VS9-ABS,S5,Direct,32599,Vol-Estudios,DO,2023-06-20,JF060600,2021-07-01,2,29.8,894,femenino,JUAREZ,Mexican,22,solter,0
POS1380,MFS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-06-20,JT031800,2022-08-09,1,9.5,285,masculino,JUAREZ,Mexican,28,U.Libr,2
POS538,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-06-20,JT031800,2023-10-01,0,5.366666667,161,femenino,JUAREZ,Mexican,19,solter,0
POS1380,MFS,S5,Direct,32695,Vol-Estudios,DO,2023-06-20,JT031800,2023-02-16,0,4.133333333,124,masculino,JUAREZ,Mexican,23,solter,0
POS1323,VS7,S5,Direct,32575,Vol-Otro empleo,DO,2023-06-20,JT012324,2007-01-18,16,199.9,5997,femenino,ENSENADA,Mexican,41,U.Libr,3
POS1323,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-06-20,JS011500,2019-08-22,4,46.6,1398,femenino,DELICIAS,Mexican,37,U.Libr,3
POS1323,VS9-ABS,S5,Direct,32699,Vol-No regreso / no dio razón,DO,2023-06-22,JS011500,2020-10-12,3,30.8,924,femenino,JUAREZ,Mexican,21,solter,0
POS2939,VS9-ABS,S5,Direct,32590,Vol-No regreso / no dio razón,DO,2023-06-22,JS011500,2023-01-06,0,0.7,21,femenino,COMONDU,Mexican,31,U.Libr,3
POS1323,VS1,S5,Direct,32584,Vol-Transferencia entre planta,DO,2023-06-23,JT012324,2014-05-11,9,105.0666667,3152,femenino,JUAREZ,Mexican,31,U.Libr,2
POS1323,VS9-ABS,S5,Direct,32594,Vol-Transferencia entre planta,DO,2023-06-23,JF010600,2015-03-18,8,100.6333333,3019,femenino,TRES VALLES,Mexican,48,casad.,3
POS251,HSE,S6,Exempt,32553,Vol-Transferencia entre planta,E3,2023-06-24,ADMINIST,2020-05-11,3,32.03333333,961,femenino,CHIHUAHUA,Mexican,28,solter,0
POS2858,QMM,S6,Exempt,32400,Vol-Transferencia entre planta,E3,2023-06-25,ADMINIST,2018-11-10,5,57.26666667,1718,masculino,JUAREZ,Mexican,35,solter,0
POS538,VS9-ABS,S5,Direct,32551,Vol-No regreso / no dio razón,DO,2023-06-26,JT031800,2023-05-01,0,5.733333333,172,femenino,JUAREZ,Mexican,21,solter,0
POS1230,VS9-ABS,S5,Direct,32575,Vol-Otro empleo,DNO,2023-06-27,JS011500,2015-02-09,8,95.16666667,2855,masculino,CAMARGO,Mexican,28,solter,1
POS1921,MFS,S5,Direct,32599,Vol-Insatisfacción personal,DO,2023-06-27,JS011500,2018-11-15,5,56.16666667,1685,femenino,COAHUILA,Mexican,36,casad.,1
POS1921,MFS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-06-27,JS011500,2020-03-19,3,39.83333333,1195,femenino,OAXACA,Mexican,34,casad.,2
POS1921,MFS,S5,Direct,32560,Vol-Cambio de domicilio,DO,2023-06-27,JF010600,2021-11-02,2,28.86666667,866,femenino,JUAREZ,Mexican,21,solter,0
POS1921,MFS,S5,Direct,32575,Vol-Insatisfacción personal,DO,2023-06-27,JS011500,2022-07-21,1,11.36666667,341,femenino,DURANGO,Mexican,32,U.Libr,0
POS1380,MFS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-06-27,JT031800,2022-09-22,1,9.266666667,278,femenino,JUAREZ,Mexican,22,solter,0
POS1921,MFS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-06-27,JT012324,2022-08-12,1,6.7,201,femenino,CHIHUAHUA,Mexican,30,divorc,3
POS538,VS9-ABS,S5,Direct,32590,Vol-Estudios,DO,2023-06-27,JT031800,2022-12-22,1,6.233333333,187,masculino,JUAREZ,Mexican,18,solter,0
POS1323,VS5,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-06-27,JT012324,2023-12-01,0,5.533333333,166,femenino,JUAREZ,Mexican,25,solter,1
POS538,VS1,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-06-27,JT031800,2023-09-02,0,4.6,138,femenino,PIJIJIAPAN,Mexican,22,U.Libr,1
POS1921,MFS,S5,Direct,32575,Vol-Insatisfacción personal,DO,2023-06-27,JS011500,2018-11-01,5,66.43333333,1993,masculino,VERACRUZ,Mexican,28,casad.,1
POS1921,MFS,S5,Direct,32599,Vol-Insatisfacción personal,DO,2023-06-27,JS011500,2017-07-20,6,72.26666667,2168,femenino,CHIHUAHUA,Mexican,38,casad.,5
POS2003,VS1-HOUS,S5,Direct,32576,Vol-Maternidad,DO,2023-06-27,JF050600,2015-08-04,8,100.0666667,3002,femenino,JUAREZ,Mexican,32,solter,1
POS1323,VS9-ABS,S5,Direct,32550,Vol-Prob personales y/o fam.,DO,2023-06-27,JS011500,2022-08-09,1,9.733333333,292,femenino,SAN LUCAS OJITLAN,Mexican,20,solter,0
POS2858,QMM,S6,Exempt,32469,Vol-Otro empleo,E3,2023-06-30,ADMINIST,2018-01-02,5,65.83333333,1975,masculino,CHIHUAHUA,Mexican,29,solter,0
POS1323,VS7,S5,Direct,32215,Imp.Tra-Jubilación,DO,2023-06-30,JT012324,2005-08-08,18,217.8333333,6535,femenino,JUAREZ,Mexican,58,casad.,3
POS1323,VS4,S5,Direct,32575,Imp.Tra-Jubilación,DO,2023-06-30,JF010600,2005-10-24,18,215.2666667,6458,masculino,JUAREZ,Mexican,55,casad.,0
POS2803,VS4,S5,Direct,32472,Muerte Natural,DNO,2023-03-07,JT021800,2013-07-31,10,120.8,3624,masculino,JUAREZ,Mexican,53,casad.,3
POS1559,MFS,S5,Direct,32500,Vol-Otro empleo,DNO,2023-04-07,JT021800,2019-02-14,4,53.36666667,1601,masculino,JUAREZ,Mexican,23,solter,0
POS750,TEF,S5,Indirect,32583,Vol-Otro empleo,DNO,2023-04-07,ADMINIST,2019-08-08,4,47.53333333,1426,masculino,CHIHUAHUA,Mexican,26,solter,0
POS1323,VS9-ABS,S5,Direct,32575,Vol-Cambio de domicilio,DO,2023-04-07,JT012324,2020-10-15,3,33.06666667,992,femenino,CHIHUAHUA,Mexican,45,U.Libr,4
POS538,VS9-ABS,S5,Direct,32575,Vol-Cambio de domicilio,DO,2023-04-07,JT031800,2022-01-12,1,7.166666667,215,femenino,VERACRUZ,Mexican,31,casad.,2
POS1380,MFS,S5,Direct,32500,Vol-Insatisfacción personal,DO,2023-04-07,JF060600,2022-12-22,1,6.466666667,194,femenino,CHIHUAHUA,Mexican,21,solter,0
POS1380,MFS,S5,Direct,32695,Vol-Insatisfacción personal,DO,2023-04-07,JT031800,2023-05-01,0,6,180,femenino,VERACRUZ,Mexican,39,casad.,2
POS1323,VS5,S5,Direct,32720,Imp.Tra-Ausentismos continuos,DO,2023-04-07,JS011500,2023-01-26,0,5.3,159,femenino,SAN LUCAS OJITLAN,Mexican,18,solter,0
POS1323,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-04-07,JS011500,2023-02-02,0,5.066666667,152,masculino,JUAREZ,Mexican,20,solter,0
POS2939,VS7,S5,Direct,32590,Vol-No regreso / no dio razón,DO,2023-05-07,JT012324,2023-05-25,0,1.366666667,41,femenino,CHIHUAHUA,Mexican,31,solter,1
POS2939,VS7,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-05-07,JT012324,2023-05-25,0,1.366666667,41,femenino,GUANAJUATO,Mexican,24,solter,1
POS1323,VS9-ABS,S5,Direct,32575,Vol-Transferencia entre planta,DO,2023-07-07,JF010600,2023-02-03,0,4.233333333,127,masculino,CHIHUAHUA,Mexican,24,solter,0
POS538,VS1,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-10-07,JT031800,2023-10-01,0,6.033333333,181,femenino,DURANGO,Mexican,25,solter,0
POS538,VS7,S5,Direct,32696,Vol-No regreso / no dio razón,DO,2023-10-07,JT031800,2023-01-06,0,1.3,39,masculino,VERACRUZ,Mexican,21,solter,0
POS1380,MFS,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-10-07,JF060600,2016-12-21,7,79.73333333,2392,femenino,TORREON,Mexican,31,solter,2
POS347,LOG,S5,Direct,32599,Imp.Tra-LFT y/o Reglamento int,DNO,2023-10-07,JF010600,2016-06-01,7,91.4,2742,masculino,JUAREZ,Mexican,27,casad.,2
POS1921,MFS,S5,Direct,32590,Vol-Insatisfacción personal,DO,2023-11-07,JS011500,2019-09-26,4,46.13333333,1384,masculino,TORREON,Mexican,57,solter,3
POS1323,VS9-ABS,S5,Direct,32575,Vol-Cambio de domicilio,DO,2023-11-07,JT012324,2020-10-15,3,33.3,999,femenino,ZACATECAS,Mexican,45,casad.,3
POS347,LOG,S5,Direct,32573,Vol-Otro empleo,DNO,2023-11-07,JF050600,2020-01-12,3,31.73333333,952,masculino,JUAREZ,Mexican,24,solter,0
POS1559,MFS,S5,Direct,32310,Vol-Cambio de domicilio,DNO,2023-11-07,JF010600,2022-04-08,1,11.36666667,341,masculino,JUAREZ,Mexican,27,solter,0
POS538,VS9-ABS,S5,Direct,32575,Vol-Insatisfacción personal,DO,2023-11-07,JT031800,2022-12-22,1,6.7,201,masculino,VERACRUZ,Mexican,32,solter,1
POS1323,VS5,S5,Direct,32540,Imp.Tra-Ausentismos continuos,DO,2023-11-07,JF010600,2023-01-19,0,5.766666667,173,femenino,CHIHUAHUA,Mexican,39,U.Libr,1
POS1323,VS5,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-11-07,JT012324,2023-02-23,0,4.6,138,masculino,JUAREZ,Mexican,19,U.Libr,0
POS2003,TEF,S5,Direct,32599,Vol-Estudios,DNO,2023-11-07,ADMINIST,2023-04-20,0,2.733333333,82,masculino,JUAREZ,Mexican,23,solter,0
POS2939,VS1,S5,Direct,32575,Vol-Razones médicas,DO,2023-11-07,JF010600,2023-06-15,0,0.8666666667,26,femenino,JUAREZ,Mexican,26,solter,1
POS538,VS9-ABS,S5,Direct,32600,Vol-Estudios,DO,2023-11-07,JT031800,2023-06-15,0,0.8666666667,26,masculino,CHIHUAHUA,Mexican,19,solter,0
POS1921,MFS,S5,Direct,32594,Vol-Prob personales y/o fam.,DO,2023-11-07,JF010600,2014-10-22,9,106.1333333,3184,masculino,CARDENAS,Mexican,30,casad.,1
POS1376,VS7,S5,Direct,32594,Vol-Cambio de domicilio,DNO,2023-11-07,JF010600,2016-07-09,7,83.26666667,2498,masculino,CARDENAS,Mexican,30,solter,0
POS1380,MFS,S5,Direct,32590,Vol-Otro empleo,DO,2023-07-18,JT031800,2022-09-22,1,9.966666667,299,masculino,CHIHUAHUA,Mexican,29,solter,0
POS1921,MFS,S5,Direct,32599,Vol-Prob personales y/o fam.,DO,2023-07-18,JF010600,2022-09-22,1,9.966666667,299,femenino,JUAREZ,Mexican,38,U.Libr,3
POS538,VS9-ABS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-07-18,JF060600,2022-11-17,1,8.1,243,masculino,VERACRUZ,Mexican,24,solter,1
POS1921,MFS,S5,Direct,32551,Vol-Prob personales y/o fam.,DO,2023-07-18,JT012324,2023-05-01,0,6.466666667,194,femenino,VERACRUZ,Mexican,25,casad.,2
POS347,LOG,S5,Direct,32594,Vol-Insatisfacción personal,DNO,2023-07-18,JF010600,2023-11-05,0,2.266666667,68,masculino,CHIHUAHUA,Mexican,43,casad.,2
POS2939,VS9-ABS,S5,Direct,32575,Vol-Insatisfacción personal,DO,2023-07-18,JS011500,2023-06-22,0,0.8666666667,26,masculino,VERACRUZ,Mexican,24,solter,0
POS1323,VS1,S5,Direct,32600,Imp.Tra-Ausentismos continuos,DO,2023-07-18,JF010600,2018-11-01,5,67.13333333,2014,masculino,JUAREZ,Mexican,24,solter,0
POS538,VS1,S5,Direct,32695,Vol-Prob personales y/o fam.,DO,2023-07-18,JF060600,2007-07-30,16,194.4,5832,femenino,SAN ANDRES OAXACA,Mexican,45,U.Libr,2
POS2003,VS7,S5,Direct,32575,Vol-Cambio de domicilio,DO,2023-07-18,JS011500,2016-03-16,7,89.33333333,2680,masculino,MISANTLA,Mexican,45,solter,0
POS2939,VS9-ABS,S5,Direct,32586,Vol-No regreso / no dio razón,DO,2023-07-19,JT012324,2023-06-22,0,0.9,27,femenino,JUAREZ,Mexican,27,casad.,2
POS2939,VS9-ABS,S5,Direct,32586,Vol-No regreso / no dio razón,DO,2023-07-19,JT012324,2023-06-22,0,0.9,27,femenino,JUAREZ,Mexican,24,U.Libr,2
POS347,LOG,S5,Direct,32575,Vol-No regreso / no dio razón,DNO,2023-07-19,JF010600,2014-10-27,9,106.2333333,3187,masculino,TORREON,Mexican,37,casad.,3
POS1323,VS9-ABS,S5,Direct,32599,Vol-Transferencia entre planta,DO,2023-07-21,JF010600,2022-01-09,1,10.76666667,323,femenino,JUAREZ,Mexican,23,solter,0
POS1323,VS9-ABS,S5,Direct,32599,Vol-Transferencia entre planta,DO,2023-07-21,JF010600,2013-03-07,10,122.3333333,3670,femenino,VERACRUZ,Mexican,38,casad.,2
POS1323,VS1,S5,Direct,32599,Vol-No regreso / no dio razón,DO,2023-07-24,JF010600,2018-08-23,5,59.86666667,1796,femenino,JUAREZ,Mexican,27,solter,0
POS1921,MFS,S5,Direct,32590,Vol-No regreso / no dio razón,DO,2023-07-24,JS011500,2023-09-03,0,4.566666667,137,masculino,SAN JUAN BAUTISTA,Mexican,30,casad.,2
POS1380,MFS,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-07-24,JT031800,2023-06-29,0,0.8333333333,25,femenino,CHIHUAHUA,Mexican,18,U.Libr,0
POS1323,VS7,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-07-25,JT012324,2023-03-30,0,3.9,117,femenino,DURANGO,Mexican,36,U.Libr,3
POS1323,VS9-ABS,S5,Direct,27000,Vol-Transferencia entre planta,DO,2023-07-28,JS011500,2022-03-10,1,9.933333333,298,femenino,TAMAULIPAS,Mexican,43,divorc,2
POS1230,VS4,S5,Direct,32190,Imp.Tra-Jubilación,DNO,2023-07-28,JS011500,2005-07-18,18,219.4666667,6584,masculino,JUAREZ,Mexican,55,casad.,4
POS1230,VS9-ABS,S5,Direct,32600,Vol-Transferencia entre planta,DNO,2023-07-28,ADMINIST,2017-07-27,6,73.06666667,2192,masculino,CHIHUAHUA,Mexican,24,solter,0
POS2553,LOG,S6,Exempt,32472,Vol-Otro empleo,E4,2023-07-28,ADMINIST,2016-02-16,7,90.63333333,2719,masculino,PARRAL,Mexican,48,solter,0
POS1010,TEF,S6,Managers,32540,Vol-Transferencia entre planta,SL1,2023-07-29,ADMINIST,2001-04-23,22,271.0666667,8132,masculino,PARRAL,Mexican,51,casad.,2
POS2094,TEF,S5,Indirect,32696,Vol-Transferencia entre planta,DNO,2023-07-29,ADMINIST,2016-08-06,7,86.9,2607,masculino,CHOAPAM,Mexican,46,casad.,0
POS538,VS9-ABS,S5,Direct,32590,Vol-No regreso / no dio razón,DO,2023-07-31,JT031800,2023-06-07,0,0.8333333333,25,masculino,OTEAPAN,Mexican,48,viud.,4
POS1373,QMM,S5,Direct,32720,Vol-Otro empleo,DNO,2023-01-08,JF010600,2019-02-28,4,53.83333333,1615,femenino,JUAREZ,Mexican,27,solter,0
POS1921,MFS,S5,Direct,32575,Vol-Insatisfacción personal,DO,2023-01-08,JS011500,2020-01-16,3,43.1,1293,femenino,JUAREZ,Mexican,23,solter,0
POS538,VS1-HOUS,S5,Direct,32575,Vol-Razones médicas,DO,2023-01-08,JF060600,2022-08-09,1,10.9,327,femenino,JUAREZ,Mexican,34,solter,3
POS1380,MFS,S5,Direct,32695,Vol-Estudios,DO,2023-01-08,JT031800,2022-08-09,1,10.9,327,femenino,CHIHUAHUA,Mexican,26,solter,0
POS538,VS9-ABS,S5,Direct,32590,Vol-Prob personales y/o fam.,DO,2023-01-08,JF060600,2023-02-03,0,5.066666667,152,femenino,CHIHUAHUA,Mexican,20,U.Libr,1
POS538,VS7,S5,Direct,32590,Vol-Cambio de domicilio,DO,2023-01-08,JT031800,2023-04-20,0,3.433333333,103,masculino,ZACATECAS,Mexican,33,casad.,3
POS347,LOG,S5,Direct,32575,Vol-No regreso / no dio razón,DNO,2023-01-08,JS011500,2023-07-13,0,0.6333333333,19,masculino,SAN LUCAS OJITLAN,Mexican,24,U.Libr,0
POS2939,VS5,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-02-08,JF010600,2023-06-29,0,1.133333333,34,masculino,JUAREZ,Mexican,22,solter,0
POS1111,VS5,S5,Indirect,32573,Vol-Transferencia entre planta,DNO,2023-04-08,JF010600,2019-11-03,4,53.56666667,1607,masculino,JUAREZ,Mexican,26,solter,0
POS1181,LOG,S6,Exempt,32583,Vol-Otro empleo,E3,2023-04-08,ADMINIST,2021-09-12,2,20.1,603,masculino,CHIHUAHUA,Mexican,25,solter,1
POS1323,VS9-ABS,S5,Direct,32575,Vol-Transferencia entre planta,DO,2023-04-08,JF010600,2022-01-12,1,8.2,246,femenino,CHIHUAHUA,Mexican,20,solter,1
POS2939,VS7,S5,Direct,27000,Imp.Tra-Falsificación de docto,DO,2023-04-08,JS011500,2023-06-22,0,1.433333333,43,femenino,CHIHUAHUA,Mexican,24,solter,0
POS2939,VS9-ABS,S5,Direct,32598,Vol-Transferencia entre planta,DO,2023-04-08,JF010600,2023-06-29,0,1.2,36,femenino,JUAREZ,Mexican,19,solter,0
POS2939,VS5,S5,Direct,32599,Imp.Tra-Falsificación de docto,DO,2023-04-08,JS011500,2023-07-13,0,0.7333333333,22,masculino,JUAREZ,Mexican,23,solter,0
POS1788,TEF,S6,Exempt,32560,Vol-Otro empleo,E4,2023-04-08,ADMINIST,2006-01-30,17,213.1666667,6395,masculino,JUAREZ,Mexican,48,casad.,3
POS2802,TEF,S5,Direct,32575,Imp.Tra-Jubilación,DNO,2023-04-08,JF010600,2011-02-16,12,151.7333333,4552,femenino,JUAREZ,Mexican,55,U.Libr,3
POS2939,VS7,S5,Direct,32598,Vol-No regreso / no dio razón,DO,2023-07-08,JT012324,2023-08-06,0,2,60,masculino,CHIHUAHUA,Mexican,35,U.Libr,2
POS1323,VS7,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-08-08,JF010600,2019-04-04,4,52.9,1587,femenino,CIUDAD DE MEXICO,Mexican,23,solter,0
POS538,VS1-HOUS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-08-08,JF060600,2019-07-25,4,49.16666667,1475,femenino,JUAREZ,Mexican,31,solter,3
POS1323,VS5,S5,Direct,32575,Vol-Estudios,DO,2023-08-08,JT012324,2022-08-25,1,11.6,348,masculino,OAXACA,Mexican,19,solter,0
POS2939,VS7,S5,Direct,32580,Vol-No regreso / no dio razón,DO,2023-08-08,JS011500,2023-08-06,0,2.033333333,61,femenino,CHIHUAHUA,Mexican,19,solter,0
POS2939,VS9-ABS,S5,Direct,32599,Vol-Insatisfacción personal,DO,2023-08-08,JF010600,2023-08-06,0,2.033333333,61,masculino,OAXACA,Mexican,26,solter,0
POS2939,VS9-ABS,S5,Direct,32552,Vol-Estudios,DO,2023-08-08,JF010600,2023-06-22,0,1.566666667,47,masculino,JUAREZ,Mexican,19,solter,0
POS1380,MFS,S5,Direct,32575,Vol-Prob personales y/o fam.,DO,2023-08-08,JF060600,2013-07-17,10,122.4666667,3674,femenino,OCOSINGO,Mexican,30,casad.,1
POS2003,MFS,S5,Direct,32599,Vol-Cambio de domicilio,DO,2023-08-08,JF050600,2016-03-02,7,91.43333333,2743,femenino,COSAMALOPAPAN,Mexican,34,solter,0
POS2939,VS1-HOUS,S5,Direct,32600,Vol-Transferencia entre planta,DO,2023-11-08,JS011500,2019-10-24,4,46.23333333,1387,femenino,CHIHUAHUA,Mexican,22,solter,0
POS1323,VS9-ABS,S5,Direct,32583,Vol-Transferencia entre planta,DO,2023-11-08,JS011500,2023-02-03,0,5.4,162,femenino,JUAREZ,Mexican,27,solter,0
POS2988,TEF,S5,Direct,32422,Vol-Otro empleo,DNO,2023-08-15,JF010600,2018-01-02,5,67.36666667,2021,masculino,PUEBLA,Mexican,24,solter,0
POS1380,MFS,S5,Direct,32576,Vol-Otro empleo,DO,2023-08-15,JF060600,2020-11-19,3,33.3,999,femenino,JUAREZ,Mexican,21,solter,0
POS2718,VS1-HOUS,S5,Indirect,32674,Vol-Otro empleo,DNO,2023-08-15,JF010600,2021-04-15,2,28.4,852,femenino,CHIHUAHUA,Mexican,23,solter,0
POS1323,VS9-ABS,S5,Direct,32546,Vol-Cambio de domicilio,DO,2023-08-15,JS011500,2022-04-08,1,12.53333333,376,masculino,MOLOACAN,Mexican,36,U.Libr,1
POS1323,VS7,S5,Direct,32674,Vol-Transferencia entre planta,DO,2023-08-18,JF010600,2022-04-08,1,12.63333333,379,femenino,JUAREZ,Mexican,21,solter,0
POS1921,MFS,S5,Direct,32560,Imp.Tra-Ausentismos continuos,DO,2023-08-15,JS011500,2022-11-24,1,8.8,264,masculino,JUAREZ,Mexican,26,casad.,1
POS347,LOG,S5,Direct,32575,Vol-Prob personales y/o fam.,DNO,2023-08-15,JS011500,2022-12-15,1,8.1,243,masculino,SAN FELIPE USILA,Mexican,35,casad.,3
POS1921,MFS,S5,Direct,32600,Vol-No regreso / no dio razón,DO,2023-08-17,JF010600,2023-12-01,0,7.233333333,217,femenino,CHIAPAS,Mexican,31,U.Libr,4
POS538,VS7,S5,Direct,32575,Vol-No regreso / no dio razón,DO,2023-08-14,JT031800,2023-01-06,0,2.466666667,74,femenino,MINATITLAN,Mexican,31,solter,2
