,posicion,area,a.liq.,grupo_de_personal,codigo_postal,motivo_de_la_renuncia,banda,baja,reglapht,alta,anos,meses,antiguedad,clave_de_sexo,lugar_de_nacimiento,edad_del_empleado,estado_civil,hijos,cluster
323,POS1323,VS1,S5,Direct,32598,vol-otro empleo,DO,2023-05-30,JS011500,2019-09-24,4,44.8,1344,femenino,OAXACA,28,solter,0,1
324,POS2062,VS4,S6,Exempt,32600,vol-otro empleo,E3,2023-01-06,ADMINIST,2017-03-16,6,75.6,2268,masculino,SINALOA,36,casad,0,3
325,POS1323,VS9-ABS,S5,Direct,32599,vol-transferencia entre planta,DO,2023-02-06,JF010600,2017-02-11,6,67.93333333,2038,femenino,IRAPUATO,25,solter,0,1
326,POS538,VS1,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-05-06,JF060600,2023-09-03,0,2.933333333,88,femenino,CAMARGO,29,casad,2,1
327,POS1683,CTG,S6,Exempt,32575,vol-transferencia entre planta,E4,2023-05-06,ADMINIST,2013-07-15,10,120.4,3612,masculino,DURANGO,32,solter,0,3
328,POS347,LOG,S5,Direct,32575,vol-no regreso / no dio razon,DNO,2023-05-06,JF010600,2016-02-24,7,88.6,2658,masculino,PANUCO DE CORONADO,30,u.libr,4,2
329,POS347,LOG,S5,Direct,32575,vol-otro empleo,DNO,2023-06-06,JS011500,2018-05-17,5,61.53333333,1846,masculino,TORREON,33,casad,0,2
330,POS538,VS9-ABS,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-06-06,JT031800,2022-01-12,1,6.233333333,187,femenino,VERACRUZ,27,solter,1,1
331,POS1323,VS9-ABS,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-06-06,JS011500,2022-08-12,1,6.0,180,femenino,VERACRUZ,26,solter,0,1
332,POS1380,MFS,S5,Direct,32695,vol-razones medicas,DO,2023-06-06,JT031800,2023-05-01,0,5.066666667,152,femenino,CHIHUAHUA,49,solter,2,1
333,POS1380,MFS,S5,Direct,32695,vol-cambio de domicilio,DO,2023-06-06,JF060600,2017-04-05,6,74.13333333,2224,femenino,JUAREZ,26,solter,1,1
334,POS2003,MFS,S5,Direct,32599,imp.tra-lft y/o reglamento,DO,2023-06-06,JF010600,2011-04-13,12,147.9,4437,masculino,JUAREZ,39,u.libr,1,0
335,POS1323,VS1,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-06-06,JF010600,2017-08-31,6,70.16666667,2105,femenino,MINATITLAN,37,casad,0,1
336,POS1323,VS4,S5,Direct,32574,vol-prob personales y/o fam,DO,2023-06-06,JT012324,2023-02-16,0,3.666666667,110,masculino,JUAREZ,29,solter,2,0
337,POS1323,VS9-ABS,S5,Direct,32575,vol-transferencia entre planta,DO,2023-09-06,JS011500,2022-08-12,1,6.1,183,femenino,OAXACA,21,solter,0,1
338,POS538,VS9-ABS,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-12-06,JT031800,2022-12-29,1,5.5,165,femenino,VERACRUZ,36,u.libr,2,1
339,POS538,VS5,S5,Direct,32575,vol-otro empleo,DO,2023-06-13,JT031800,2022-08-25,1,9.733333333,292,masculino,JUAREZ,21,solter,0,0
340,POS538,VS9-ABS,S5,Direct,32576,vol-otro empleo,DO,2023-06-13,JT031800,2022-08-09,1,9.266666667,278,masculino,JUAREZ,24,u.libr,0,0
341,POS538,VS9-ABS,S5,Direct,32575,vol-otro empleo,DO,2023-06-13,JF060600,2022-08-09,1,9.266666667,278,femenino,JUAREZ,28,casad,1,1
342,POS1323,VS1-HOUS,S5,Direct,32575,vol-estudios,DO,2023-06-13,JF010600,2022-09-29,1,8.566666667,257,femenino,CHIHUAHUA,21,solter,0,1
343,POS1323,VS5,S5,Direct,32575,vol-matrimonio,DO,2023-06-13,JT012324,2023-12-01,0,5.066666667,152,femenino,ARRIAGA,30,u.libr,2,1
344,POS2939,VS7,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-06-13,JT012324,2023-03-30,0,2.5,75,femenino,JUAREZ,25,solter,2,1
345,POS1323,VS9-ABS,S5,Direct,32575,imp.tra-ausentismos continuos,DO,2023-06-13,JS011500,2023-02-02,0,4.366666667,131,femenino,COAHUILA,38,u.libr,3,1
346,POS2939,VS7,S5,Direct,32599,vol-no regreso / no dio razon,DO,2023-06-14,JT012324,2023-01-06,0,0.4333333333,13,femenino,CHIAPAS,24,solter,0,1
347,POS2939,VS7,S5,Direct,32576,vol-no regreso / no dio razon,DO,2023-06-14,JT012324,2023-01-06,0,0.4333333333,13,femenino,DURANGO,24,solter,1,1
348,POS2939,VS9-ABS,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-06-15,JF010600,2023-01-06,0,0.4666666667,14,femenino,CHIHUAHUA,24,u.libr,1,1
349,POS1116,LOG,S6,Managers,32548,vol-transferencia entre planta,SL1,2023-06-16,ADMINIST,2008-12-05,15,183.7666667,5513,femenino,QUERETARO,38,casad,0,3
350,POS1376,VS5,S5,Direct,32560,imp.tra-jubilacion,DNO,2023-06-16,JF010600,2012-04-09,11,131.2333333,3937,femenino,JUAREZ,60,solter,1,2
351,POS1323,VS9-ABS,S5,Direct,32500,vol-cambio de domicilio,DO,2023-06-20,JF010600,2018-08-16,5,58.96666667,1769,masculino,ZACATECAS,28,solter,0,0
352,POS1323,VS7,S5,Direct,32575,vol-insatisfaccion personal,DO,2023-06-20,JF010600,2019-08-22,4,46.6,1398,femenino,JUAREZ,24,solter,0,1
353,POS538,VS9-ABS,S5,Direct,32599,vol-estudios,DO,2023-06-20,JF060600,2021-07-01,2,29.8,894,femenino,JUAREZ,22,solter,0,1
354,POS1380,MFS,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-06-20,JT031800,2022-08-09,1,9.5,285,masculino,JUAREZ,28,u.libr,2,0
355,POS538,VS9-ABS,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-06-20,JT031800,2023-10-01,0,5.366666667,161,femenino,JUAREZ,19,solter,0,1
356,POS1380,MFS,S5,Direct,32695,vol-estudios,DO,2023-06-20,JT031800,2023-02-16,0,4.133333333,124,masculino,JUAREZ,23,solter,0,0
357,POS1323,VS7,S5,Direct,32575,vol-otro empleo,DO,2023-06-20,JT012324,2007-01-18,16,199.9,5997,femenino,ENSENADA,41,u.libr,3,1
358,POS1323,VS9-ABS,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-06-20,JS011500,2019-08-22,4,46.6,1398,femenino,DELICIAS,37,u.libr,3,1
359,POS1323,VS9-ABS,S5,Direct,32699,vol-no regreso / no dio razon,DO,2023-06-22,JS011500,2020-10-12,3,30.8,924,femenino,JUAREZ,21,solter,0,1
360,POS2939,VS9-ABS,S5,Direct,32590,vol-no regreso / no dio razon,DO,2023-06-22,JS011500,2023-01-06,0,0.7,21,femenino,COMONDU,31,u.libr,3,1
361,POS1323,VS1,S5,Direct,32584,vol-transferencia entre planta,DO,2023-06-23,JT012324,2014-05-11,9,105.0666667,3152,femenino,JUAREZ,31,u.libr,2,1
362,POS1323,VS9-ABS,S5,Direct,32594,vol-transferencia entre planta,DO,2023-06-23,JF010600,2015-03-18,8,100.6333333,3019,femenino,TRES VALLES,48,casad,3,1
363,POS251,HSE,S6,Exempt,32553,vol-transferencia entre planta,E3,2023-06-24,ADMINIST,2020-05-11,3,32.03333333,961,femenino,CHIHUAHUA,28,solter,0,3
364,POS2858,QMM,S6,Exempt,32400,vol-transferencia entre planta,E3,2023-06-25,ADMINIST,2018-11-10,5,57.26666667,1718,masculino,JUAREZ,35,solter,0,3
365,POS538,VS9-ABS,S5,Direct,32551,vol-no regreso / no dio razon,DO,2023-06-26,JT031800,2023-05-01,0,5.733333333,172,femenino,JUAREZ,21,solter,0,1
366,POS1230,VS9-ABS,S5,Direct,32575,vol-otro empleo,DNO,2023-06-27,JS011500,2015-02-09,8,95.16666667,2855,masculino,CAMARGO,28,solter,1,2
367,POS1921,MFS,S5,Direct,32599,vol-insatisfaccion personal,DO,2023-06-27,JS011500,2018-11-15,5,56.16666667,1685,femenino,COAHUILA,36,casad,1,1
368,POS1921,MFS,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-06-27,JS011500,2020-03-19,3,39.83333333,1195,femenino,OAXACA,34,casad,2,1
369,POS1921,MFS,S5,Direct,32560,vol-cambio de domicilio,DO,2023-06-27,JF010600,2021-11-02,2,28.86666667,866,femenino,JUAREZ,21,solter,0,1
370,POS1921,MFS,S5,Direct,32575,vol-insatisfaccion personal,DO,2023-06-27,JS011500,2022-07-21,1,11.36666667,341,femenino,DURANGO,32,u.libr,0,1
371,POS1380,MFS,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-06-27,JT031800,2022-09-22,1,9.266666667,278,femenino,JUAREZ,22,solter,0,1
372,POS1921,MFS,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-06-27,JT012324,2022-08-12,1,6.7,201,femenino,CHIHUAHUA,30,divorciado,3,1
373,POS538,VS9-ABS,S5,Direct,32590,vol-estudios,DO,2023-06-27,JT031800,2022-12-22,1,6.233333333,187,masculino,JUAREZ,18,solter,0,0
374,POS1323,VS5,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-06-27,JT012324,2023-12-01,0,5.533333333,166,femenino,JUAREZ,25,solter,1,1
375,POS538,VS1,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-06-27,JT031800,2023-09-02,0,4.6,138,femenino,PIJIJIAPAN,22,u.libr,1,1
376,POS1921,MFS,S5,Direct,32575,vol-insatisfaccion personal,DO,2023-06-27,JS011500,2018-11-01,5,66.43333333,1993,masculino,VERACRUZ,28,casad,1,0
377,POS1921,MFS,S5,Direct,32599,vol-insatisfaccion personal,DO,2023-06-27,JS011500,2017-07-20,6,72.26666667,2168,femenino,CHIHUAHUA,38,casad,5,1
378,POS2003,VS1-HOUS,S5,Direct,32576,vol-maternidad,DO,2023-06-27,JF050600,2015-08-04,8,100.0666667,3002,femenino,JUAREZ,32,solter,1,1
379,POS1323,VS9-ABS,S5,Direct,32550,vol-prob personales y/o fam,DO,2023-06-27,JS011500,2022-08-09,1,9.733333333,292,femenino,SAN LUCAS OJITLAN,20,solter,0,1
380,POS2858,QMM,S6,Exempt,32469,vol-otro empleo,E3,2023-06-30,ADMINIST,2018-01-02,5,65.83333333,1975,masculino,CHIHUAHUA,29,solter,0,3
381,POS1323,VS7,S5,Direct,32215,imp.tra-jubilacion,DO,2023-06-30,JT012324,2005-08-08,18,217.8333333,6535,femenino,JUAREZ,58,casad,3,1
382,POS1323,VS4,S5,Direct,32575,imp.tra-jubilacion,DO,2023-06-30,JF010600,2005-10-24,18,215.2666667,6458,masculino,JUAREZ,55,casad,0,0
383,POS2803,VS4,S5,Direct,32472,muerte natural,DNO,2023-03-07,JT021800,2013-07-31,10,120.8,3624,masculino,JUAREZ,53,casad,3,2
384,POS1559,MFS,S5,Direct,32500,vol-otro empleo,DNO,2023-04-07,JT021800,2019-02-14,4,53.36666667,1601,masculino,JUAREZ,23,solter,0,2
385,POS750,TEF,S5,Indirect,32583,vol-otro empleo,DNO,2023-04-07,ADMINIST,2019-08-08,4,47.53333333,1426,masculino,CHIHUAHUA,26,solter,0,2
386,POS1323,VS9-ABS,S5,Direct,32575,vol-cambio de domicilio,DO,2023-04-07,JT012324,2020-10-15,3,33.06666667,992,femenino,CHIHUAHUA,45,u.libr,4,1
387,POS538,VS9-ABS,S5,Direct,32575,vol-cambio de domicilio,DO,2023-04-07,JT031800,2022-01-12,1,7.166666667,215,femenino,VERACRUZ,31,casad,2,1
388,POS1380,MFS,S5,Direct,32500,vol-insatisfaccion personal,DO,2023-04-07,JF060600,2022-12-22,1,6.466666667,194,femenino,CHIHUAHUA,21,solter,0,1
389,POS1380,MFS,S5,Direct,32695,vol-insatisfaccion personal,DO,2023-04-07,JT031800,2023-05-01,0,6.0,180,femenino,VERACRUZ,39,casad,2,1
390,POS1323,VS5,S5,Direct,32720,imp.tra-ausentismos continuos,DO,2023-04-07,JS011500,2023-01-26,0,5.3,159,femenino,SAN LUCAS OJITLAN,18,solter,0,1
391,POS1323,VS9-ABS,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-04-07,JS011500,2023-02-02,0,5.066666667,152,masculino,JUAREZ,20,solter,0,0
392,POS2939,VS7,S5,Direct,32590,vol-no regreso / no dio razon,DO,2023-05-07,JT012324,2023-05-25,0,1.366666667,41,femenino,CHIHUAHUA,31,solter,1,1
393,POS2939,VS7,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-05-07,JT012324,2023-05-25,0,1.366666667,41,femenino,GUANAJUATO,24,solter,1,1
394,POS1323,VS9-ABS,S5,Direct,32575,vol-transferencia entre planta,DO,2023-07-07,JF010600,2023-02-03,0,4.233333333,127,masculino,CHIHUAHUA,24,solter,0,0
395,POS538,VS1,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-10-07,JT031800,2023-10-01,0,6.033333333,181,femenino,DURANGO,25,solter,0,1
396,POS538,VS7,S5,Direct,32696,vol-no regreso / no dio razon,DO,2023-10-07,JT031800,2023-01-06,0,1.3,39,masculino,VERACRUZ,21,solter,0,0
397,POS1380,MFS,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-10-07,JF060600,2016-12-21,7,79.73333333,2392,femenino,TORREON,31,solter,2,1
398,POS347,LOG,S5,Direct,32599,imp.tra-lft y/o reglamento,DNO,2023-10-07,JF010600,2016-06-01,7,91.4,2742,masculino,JUAREZ,27,casad,2,2
399,POS1921,MFS,S5,Direct,32590,vol-insatisfaccion personal,DO,2023-11-07,JS011500,2019-09-26,4,46.13333333,1384,masculino,TORREON,57,solter,3,0
400,POS1323,VS9-ABS,S5,Direct,32575,vol-cambio de domicilio,DO,2023-11-07,JT012324,2020-10-15,3,33.3,999,femenino,ZACATECAS,45,casad,3,1
401,POS347,LOG,S5,Direct,32573,vol-otro empleo,DNO,2023-11-07,JF050600,2020-01-12,3,31.73333333,952,masculino,JUAREZ,24,solter,0,2
402,POS1559,MFS,S5,Direct,32310,vol-cambio de domicilio,DNO,2023-11-07,JF010600,2022-04-08,1,11.36666667,341,masculino,JUAREZ,27,solter,0,2
403,POS538,VS9-ABS,S5,Direct,32575,vol-insatisfaccion personal,DO,2023-11-07,JT031800,2022-12-22,1,6.7,201,masculino,VERACRUZ,32,solter,1,0
404,POS1323,VS5,S5,Direct,32540,imp.tra-ausentismos continuos,DO,2023-11-07,JF010600,2023-01-19,0,5.766666667,173,femenino,CHIHUAHUA,39,u.libr,1,1
405,POS1323,VS5,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-11-07,JT012324,2023-02-23,0,4.6,138,masculino,JUAREZ,19,u.libr,0,0
406,POS2003,TEF,S5,Direct,32599,vol-estudios,DNO,2023-11-07,ADMINIST,2023-04-20,0,2.733333333,82,masculino,JUAREZ,23,solter,0,2
407,POS2939,VS1,S5,Direct,32575,vol-razones medicas,DO,2023-11-07,JF010600,2023-06-15,0,0.8666666667,26,femenino,JUAREZ,26,solter,1,1
408,POS538,VS9-ABS,S5,Direct,32600,vol-estudios,DO,2023-11-07,JT031800,2023-06-15,0,0.8666666667,26,masculino,CHIHUAHUA,19,solter,0,0
409,POS1921,MFS,S5,Direct,32594,vol-prob personales y/o fam,DO,2023-11-07,JF010600,2014-10-22,9,106.1333333,3184,masculino,CARDENAS,30,casad,1,0
410,POS1376,VS7,S5,Direct,32594,vol-cambio de domicilio,DNO,2023-11-07,JF010600,2016-07-09,7,83.26666667,2498,masculino,CARDENAS,30,solter,0,2
411,POS1380,MFS,S5,Direct,32590,vol-otro empleo,DO,2023-07-18,JT031800,2022-09-22,1,9.966666667,299,masculino,CHIHUAHUA,29,solter,0,0
412,POS1921,MFS,S5,Direct,32599,vol-prob personales y/o fam,DO,2023-07-18,JF010600,2022-09-22,1,9.966666667,299,femenino,JUAREZ,38,u.libr,3,1
413,POS538,VS9-ABS,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-07-18,JF060600,2022-11-17,1,8.1,243,masculino,VERACRUZ,24,solter,1,0
414,POS1921,MFS,S5,Direct,32551,vol-prob personales y/o fam,DO,2023-07-18,JT012324,2023-05-01,0,6.466666667,194,femenino,VERACRUZ,25,casad,2,1
415,POS347,LOG,S5,Direct,32594,vol-insatisfaccion personal,DNO,2023-07-18,JF010600,2023-11-05,0,2.266666667,68,masculino,CHIHUAHUA,43,casad,2,2
416,POS2939,VS9-ABS,S5,Direct,32575,vol-insatisfaccion personal,DO,2023-07-18,JS011500,2023-06-22,0,0.8666666667,26,masculino,VERACRUZ,24,solter,0,0
417,POS1323,VS1,S5,Direct,32600,imp.tra-ausentismos continuos,DO,2023-07-18,JF010600,2018-11-01,5,67.13333333,2014,masculino,JUAREZ,24,solter,0,0
418,POS538,VS1,S5,Direct,32695,vol-prob personales y/o fam,DO,2023-07-18,JF060600,2007-07-30,16,194.4,5832,femenino,SAN ANDRES OAXACA,45,u.libr,2,1
419,POS2003,VS7,S5,Direct,32575,vol-cambio de domicilio,DO,2023-07-18,JS011500,2016-03-16,7,89.33333333,2680,masculino,MISANTLA,45,solter,0,0
420,POS2939,VS9-ABS,S5,Direct,32586,vol-no regreso / no dio razon,DO,2023-07-19,JT012324,2023-06-22,0,0.9,27,femenino,JUAREZ,27,casad,2,1
421,POS2939,VS9-ABS,S5,Direct,32586,vol-no regreso / no dio razon,DO,2023-07-19,JT012324,2023-06-22,0,0.9,27,femenino,JUAREZ,24,u.libr,2,1
422,POS347,LOG,S5,Direct,32575,vol-no regreso / no dio razon,DNO,2023-07-19,JF010600,2014-10-27,9,106.2333333,3187,masculino,TORREON,37,casad,3,2
423,POS1323,VS9-ABS,S5,Direct,32599,vol-transferencia entre planta,DO,2023-07-21,JF010600,2022-01-09,1,10.76666667,323,femenino,JUAREZ,23,solter,0,1
424,POS1323,VS9-ABS,S5,Direct,32599,vol-transferencia entre planta,DO,2023-07-21,JF010600,2013-03-07,10,122.3333333,3670,femenino,VERACRUZ,38,casad,2,1
425,POS1323,VS1,S5,Direct,32599,vol-no regreso / no dio razon,DO,2023-07-24,JF010600,2018-08-23,5,59.86666667,1796,femenino,JUAREZ,27,solter,0,1
426,POS1921,MFS,S5,Direct,32590,vol-no regreso / no dio razon,DO,2023-07-24,JS011500,2023-09-03,0,4.566666667,137,masculino,SAN JUAN BAUTISTA,30,casad,2,0
427,POS1380,MFS,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-07-24,JT031800,2023-06-29,0,0.8333333333,25,femenino,CHIHUAHUA,18,u.libr,0,1
428,POS1323,VS7,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-07-25,JT012324,2023-03-30,0,3.9,117,femenino,DURANGO,36,u.libr,3,1
429,POS1323,VS9-ABS,S5,Direct,27000,vol-transferencia entre planta,DO,2023-07-28,JS011500,2022-03-10,1,9.933333333,298,femenino,TAMAULIPAS,43,divorciado,2,1
430,POS1230,VS4,S5,Direct,32190,imp.tra-jubilacion,DNO,2023-07-28,JS011500,2005-07-18,18,219.4666667,6584,masculino,JUAREZ,55,casad,4,2
431,POS1230,VS9-ABS,S5,Direct,32600,vol-transferencia entre planta,DNO,2023-07-28,ADMINIST,2017-07-27,6,73.06666667,2192,masculino,CHIHUAHUA,24,solter,0,2
432,POS2553,LOG,S6,Exempt,32472,vol-otro empleo,E4,2023-07-28,ADMINIST,2016-02-16,7,90.63333333,2719,masculino,PARRAL,48,solter,0,3
433,POS1010,TEF,S6,Managers,32540,vol-transferencia entre planta,SL1,2023-07-29,ADMINIST,2001-04-23,22,271.0666667,8132,masculino,PARRAL,51,casad,2,3
434,POS2094,TEF,S5,Indirect,32696,vol-transferencia entre planta,DNO,2023-07-29,ADMINIST,2016-08-06,7,86.9,2607,masculino,CHOAPAM,46,casad,0,2
435,POS538,VS9-ABS,S5,Direct,32590,vol-no regreso / no dio razon,DO,2023-07-31,JT031800,2023-06-07,0,0.8333333333,25,masculino,OTEAPAN,48,viud,4,0
436,POS1373,QMM,S5,Direct,32720,vol-otro empleo,DNO,2023-01-08,JF010600,2019-02-28,4,53.83333333,1615,femenino,JUAREZ,27,solter,0,2
437,POS1921,MFS,S5,Direct,32575,vol-insatisfaccion personal,DO,2023-01-08,JS011500,2020-01-16,3,43.1,1293,femenino,JUAREZ,23,solter,0,1
438,POS538,VS1-HOUS,S5,Direct,32575,vol-razones medicas,DO,2023-01-08,JF060600,2022-08-09,1,10.9,327,femenino,JUAREZ,34,solter,3,1
439,POS1380,MFS,S5,Direct,32695,vol-estudios,DO,2023-01-08,JT031800,2022-08-09,1,10.9,327,femenino,CHIHUAHUA,26,solter,0,1
440,POS538,VS9-ABS,S5,Direct,32590,vol-prob personales y/o fam,DO,2023-01-08,JF060600,2023-02-03,0,5.066666667,152,femenino,CHIHUAHUA,20,u.libr,1,1
441,POS538,VS7,S5,Direct,32590,vol-cambio de domicilio,DO,2023-01-08,JT031800,2023-04-20,0,3.433333333,103,masculino,ZACATECAS,33,casad,3,0
442,POS347,LOG,S5,Direct,32575,vol-no regreso / no dio razon,DNO,2023-01-08,JS011500,2023-07-13,0,0.6333333333,19,masculino,SAN LUCAS OJITLAN,24,u.libr,0,2
443,POS2939,VS5,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-02-08,JF010600,2023-06-29,0,1.133333333,34,masculino,JUAREZ,22,solter,0,0
444,POS1111,VS5,S5,Indirect,32573,vol-transferencia entre planta,DNO,2023-04-08,JF010600,2019-11-03,4,53.56666667,1607,masculino,JUAREZ,26,solter,0,2
445,POS1181,LOG,S6,Exempt,32583,vol-otro empleo,E3,2023-04-08,ADMINIST,2021-09-12,2,20.1,603,masculino,CHIHUAHUA,25,solter,1,3
446,POS1323,VS9-ABS,S5,Direct,32575,vol-transferencia entre planta,DO,2023-04-08,JF010600,2022-01-12,1,8.2,246,femenino,CHIHUAHUA,20,solter,1,1
447,POS2939,VS7,S5,Direct,27000,imp.tra-falsificacion de doctos,DO,2023-04-08,JS011500,2023-06-22,0,1.433333333,43,femenino,CHIHUAHUA,24,solter,0,1
448,POS2939,VS9-ABS,S5,Direct,32598,vol-transferencia entre planta,DO,2023-04-08,JF010600,2023-06-29,0,1.2,36,femenino,JUAREZ,19,solter,0,1
449,POS2939,VS5,S5,Direct,32599,imp.tra-falsificacion de doctos,DO,2023-04-08,JS011500,2023-07-13,0,0.7333333333,22,masculino,JUAREZ,23,solter,0,0
450,POS1788,TEF,S6,Exempt,32560,vol-otro empleo,E4,2023-04-08,ADMINIST,2006-01-30,17,213.1666667,6395,masculino,JUAREZ,48,casad,3,3
451,POS2802,TEF,S5,Direct,32575,imp.tra-jubilacion,DNO,2023-04-08,JF010600,2011-02-16,12,151.7333333,4552,femenino,JUAREZ,55,u.libr,3,2
452,POS2939,VS7,S5,Direct,32598,vol-no regreso / no dio razon,DO,2023-07-08,JT012324,2023-08-06,0,2.0,60,masculino,CHIHUAHUA,35,u.libr,2,0
453,POS1323,VS7,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-08-08,JF010600,2019-04-04,4,52.9,1587,femenino,CIUDAD DE MEXICO,23,solter,0,1
454,POS538,VS1-HOUS,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-08-08,JF060600,2019-07-25,4,49.16666667,1475,femenino,JUAREZ,31,solter,3,1
455,POS1323,VS5,S5,Direct,32575,vol-estudios,DO,2023-08-08,JT012324,2022-08-25,1,11.6,348,masculino,OAXACA,19,solter,0,0
456,POS2939,VS7,S5,Direct,32580,vol-no regreso / no dio razon,DO,2023-08-08,JS011500,2023-08-06,0,2.033333333,61,femenino,CHIHUAHUA,19,solter,0,1
457,POS2939,VS9-ABS,S5,Direct,32599,vol-insatisfaccion personal,DO,2023-08-08,JF010600,2023-08-06,0,2.033333333,61,masculino,OAXACA,26,solter,0,0
458,POS2939,VS9-ABS,S5,Direct,32552,vol-estudios,DO,2023-08-08,JF010600,2023-06-22,0,1.566666667,47,masculino,JUAREZ,19,solter,0,0
459,POS1380,MFS,S5,Direct,32575,vol-prob personales y/o fam,DO,2023-08-08,JF060600,2013-07-17,10,122.4666667,3674,femenino,OCOSINGO,30,casad,1,1
460,POS2003,MFS,S5,Direct,32599,vol-cambio de domicilio,DO,2023-08-08,JF050600,2016-03-02,7,91.43333333,2743,femenino,COSAMALOPAPAN,34,solter,0,1
461,POS2939,VS1-HOUS,S5,Direct,32600,vol-transferencia entre planta,DO,2023-11-08,JS011500,2019-10-24,4,46.23333333,1387,femenino,CHIHUAHUA,22,solter,0,1
462,POS1323,VS9-ABS,S5,Direct,32583,vol-transferencia entre planta,DO,2023-11-08,JS011500,2023-02-03,0,5.4,162,femenino,JUAREZ,27,solter,0,1
463,POS2988,TEF,S5,Direct,32422,vol-otro empleo,DNO,2023-08-15,JF010600,2018-01-02,5,67.36666667,2021,masculino,PUEBLA,24,solter,0,2
464,POS1380,MFS,S5,Direct,32576,vol-otro empleo,DO,2023-08-15,JF060600,2020-11-19,3,33.3,999,femenino,JUAREZ,21,solter,0,1
465,POS2718,VS1-HOUS,S5,Indirect,32674,vol-otro empleo,DNO,2023-08-15,JF010600,2021-04-15,2,28.4,852,femenino,CHIHUAHUA,23,solter,0,2
466,POS1323,VS9-ABS,S5,Direct,32546,vol-cambio de domicilio,DO,2023-08-15,JS011500,2022-04-08,1,12.53333333,376,masculino,MOLOACAN,36,u.libr,1,0
467,POS1323,VS7,S5,Direct,32674,vol-transferencia entre planta,DO,2023-08-18,JF010600,2022-04-08,1,12.63333333,379,femenino,JUAREZ,21,solter,0,1
468,POS1921,MFS,S5,Direct,32560,imp.tra-ausentismos continuos,DO,2023-08-15,JS011500,2022-11-24,1,8.8,264,masculino,JUAREZ,26,casad,1,0
469,POS347,LOG,S5,Direct,32575,vol-prob personales y/o fam,DNO,2023-08-15,JS011500,2022-12-15,1,8.1,243,masculino,SAN FELIPE USILA,35,casad,3,2
470,POS1921,MFS,S5,Direct,32600,vol-no regreso / no dio razon,DO,2023-08-17,JF010600,2023-12-01,0,7.233333333,217,femenino,CHIAPAS,31,u.libr,4,1
471,POS538,VS7,S5,Direct,32575,vol-no regreso / no dio razon,DO,2023-08-14,JT031800,2023-01-06,0,2.466666667,74,femenino,MINATITLAN,31,solter,2,1
472,POS2939,VS7,S5,Direct,32575,vol-razones medicas,DO,2023-08-15,JS011500,2023-08-06,0,2.266666667,68,masculino,JUAREZ,20,solter,0,0
473,POS347,LOG,S5,Direct,32107,vol-cambio de domicilio,DNO,2023-08-15,JF010600,2023-06-07,0,1.333333333,40,masculino,JUAREZ,21,solter,0,2
474,POS977,VS1,S6,Managers,32539,imp.tra-jubilacion,SL1,2023-08-15,ADMINIST,2012-09-07,11,135.1333333,4054,masculino,PIEDRAS NEGRAS,61,casad,3,3
475,POS1056,VS4,S6,Exempt,50180,vol-otro empleo,E4,2023-08-18,ADMINIST,2014-01-04,9,114.2,3426,masculino,TOLUCA,34,solter,0,3
476,POS1323,VS9-ABS,S5,Direct,32575,vol-transferencia entre planta,DO,2023-08-25,JF010600,2018-11-22,5,57.9,1737,femenino,VERACRUZ,25,solter,0,1
477,POS1323,VS1,S5,Direct,32573,imp.pat-pensionado imss,DO,2023-08-22,JF010600,2019-01-24,4,55.7,1671,masculino,DURANGO,25,solter,0,0
478,POS538,VS9-ABS,S5,Direct,32695,vol-otro empleo,DO,2023-08-22,JF060600,2022-03-10,1,10.76666667,323,masculino,CHIHUAHUA,21,u.libr,1,0
479,POS1323,VS5,S5,Direct,32695,vol-estudios,DO,2023-08-22,JS011500,2023-10-01,0,7.466666667,224,femenino,JUAREZ,22,casad,1,1
480,POS1323,VS9-ABS,S5,Direct,32599,vol-no regreso / no dio razon,DO,2023-08-22,JS011500,2023-02-02,0,6.7,201,masculino,FRANCISCO I MADERO,22,u.libr,1,0
